sec;sdate;NAV BK DB
IXIIT;2024-07-22;547,8691
IXIIT;2024-07-23;544,9008
IXIIT;2024-07-24;540,4832
IXIIT;2024-07-25;541,3851
IXIIT;2024-07-26;543,9515
IXIIT;2024-07-29;541,2475
IXIIT;2024-07-30;535,2969
IXIIT;2024-07-31;538,0747
IXIIT;2024-08-01;546,0826
IXIIT;2024-08-02;542,5142
IXIIT;2024-08-05;524,9122
IXIIT;2024-08-06;529,7159
IXIIT;2024-08-07;535,5859
IXIIT;2024-08-08;538,233
IXIIT;2024-08-09;539,9792
IXIIT;2024-08-12;543,2408
IXIIT;2024-08-13;546,871
IXIIT;2024-08-14;552,6115
IXIIT;2024-08-15;551,5605
IXIIT;2024-08-16;556,213
IXIIT;2024-08-19;557,3207
IXIIT;2024-08-20;564,5559
IXIIT;2024-08-21;567,0575
IXIIT;2024-08-22;560,5709
IXIIT;2024-08-23;566,1291
IXIIT;2024-08-26;571,1884
IXIIT;2024-08-27;567,006
IXIIT;2024-08-28;570,0997
IXIIT;2024-08-29;565,5493
IXIIT;2024-08-30;567,7972
IXIIT;2024-09-02;571,8644
IXIIT;2024-09-03;566,9115
IXIIT;2024-09-04;566,4115
IXIIT;2024-09-05;566,9804
IXIIT;2024-09-06;569,9641
IXIIT;2024-09-09;569,3644
IXIIT;2024-09-10;572,0797
IXIIT;2024-09-11;573,4517
IXIIT;2024-09-12;576,2234
IXIIT;2024-09-13;576,9045
IXIIT;2024-09-17;580,7868
IXIIT;2024-09-18;584,3008
IXIIT;2024-09-19;589,3109
IXIIT;2024-09-20;585,3577
IXIIT;2024-09-23;593,6224
IXIIT;2024-09-24;595,308
IXIIT;2024-09-25;587,848
IXIIT;2024-09-26;584,2542
IXIIT;2024-09-27;579,5103
IXIIT;2024-09-30;567,0273
IXIIT;2024-10-01;576,1766
IXIIT;2024-10-02;568,5606
IXIIT;2024-10-03;568,6665
IXIIT;2024-10-04;564,1477
IXIIT;2024-10-07;561,3062
IXIIT;2024-10-08;569,1516
IXIIT;2024-10-09;564,0369
IXIIT;2024-10-10;563,3035
IXIIT;2024-10-11;564,4805
IXIIT;2024-10-14;566,7016
IXIIT;2024-10-15;571,9134
IXIIT;2024-10-16;572,464
IXIIT;2024-10-17;579,5739
IXIIT;2024-10-18;580,9171
IXIIT;2024-10-21;581,5517
IXIIT;2024-10-22;578,8344
IXIIT;2024-10-23;579,3487
IXIIT;2024-10-24;574,7519
IXIIT;2024-10-25;572,9102
IXIIT;2024-10-28;567,628
IXIIT;2024-10-29;562,8239
IXIIT;2024-10-30;560,0089
IXIIT;2024-10-31;557,5558
IXIIT;2024-11-01;551,9688
IXIIT;2024-11-04;553,6353
IXIIT;2024-11-05;558,3458
IXIIT;2024-11-06;545,112
IXIIT;2024-11-07;537,7361
IXIIT;2024-11-08;534,8797
IXIIT;2024-11-11;530,5886
IXIIT;2024-11-12;532,2236
IXIIT;2024-11-13;533,7196
IXIIT;2024-11-14;526,92
IXIIT;2024-11-15;524,9135
IXIIT;2024-11-18;521,1983
IXIIT;2024-11-19;526,9511
IXIIT;2024-11-20;525,3977
IXIIT;2024-11-21;520,2036
IXIIT;2024-11-22;526,6376
IXIIT;2024-11-25;538,506
IXIIT;2024-11-26;530,8256
IXIIT;2024-11-28;529,475
IXIIT;2024-11-29;521,2648
IXIIT;2024-12-02;511,5761
IXIIT;2024-12-03;527,0936
IXIIT;2024-12-04;535,8681
IXIIT;2024-12-05;529,4565
IXIIT;2024-12-06;530,5509
IXIIT;2024-12-09;538,5811
IXIIT;2024-12-10;540,9736
IXIIT;2024-12-11;537,1385
IXIIT;2024-12-12;526,5468
IXIIT;2024-12-13;520,9745
IXIIT;2024-12-16;518,1841
IXIIT;2024-12-17;505,8347
IXIIT;2024-12-18;501,27
IXIIT;2024-12-19;490,611
IXIIT;2024-12-20;489,2235
IXIIT;2024-12-23;501,6152
IXIIT;2024-12-24;499,0382
IXIIT;2024-12-27;500,3995
IXIIT;2024-12-30;500,2938
IXIIT;2025-01-02;507,0501
IXIIT;2025-01-03;507,4415
IXIIT;2025-01-06;500,7816
IXIIT;2025-01-07;495,297
IXIIT;2025-01-08;498,2431
IXIIT;2025-01-09;497,8029
IXIIT;2025-01-10;496,7917
IXIIT;2025-01-13;490,6985
IXIIT;2025-01-14;485,5769
IXIIT;2025-01-15;501,6673
IXIIT;2025-01-16;502,6272
IXIIT;2025-01-17;505,6129
IXIIT;2025-01-20;506,6862
IXIIT;2025-01-21;507,3428
IXIIT;2025-01-22;513,6828
IXIIT;2025-01-23;512,1171
IXIIT;2025-01-24;504,2944
IXIIT;2025-01-30;497,384
IXIIT;2025-01-31;503,2455
IXIIT;2025-02-03;497,1437
IXIIT;2025-02-04;496,8331
IXIIT;2025-02-05;489,7236
IXIIT;2025-02-06;474,5488
IXIIT;2025-02-07;479,7547
IXIIT;2025-02-10;471,1173
IXIIT;2025-02-11;465,4309
IXIIT;2025-02-12;473,1765
IXIIT;2025-02-13;470,6333
IXIIT;2025-02-14;472,6544
IXIIT;2025-02-17;487,6915
IXIIT;2025-02-18;491,5218
IXIIT;2025-02-19;479,0315
IXIIT;2025-02-20;477,2383
IXIIT;2025-02-21;474,1416
IXIIT;2025-02-24;471,2413
IXIIT;2025-02-25;457,7276
IXIIT;2025-02-26;458,295
IXIIT;2025-02-27;446,3635
IXIIT;2025-02-28;430,2383
IXIIT;2025-03-03;450,8256
IXIIT;2025-03-04;446,7282
IXIIT;2025-03-05;458,8832
IXIIT;2025-03-06;461,5251
IXIIT;2025-03-07;460,2374
IXIIT;2025-03-10;453,879
IXIIT;2025-03-11;449,7574
IXIIT;2025-03-12;459,3481
IXIIT;2025-03-13;452,8328
IXIIT;2025-03-14;446,8332
IXIIT;2025-03-17;447,8528
IXIIT;2025-03-18;436,4184
IXIIT;2025-03-19;439,1074
IXIIT;2025-03-20;436,2251
IXIIT;2025-03-21;428,0421
IXIIT;2025-03-24;423,7862
IXIIT;2025-03-25;433,9563
IXIIT;2025-03-26;456,1004
IXIIT;2025-03-27;458,0044
IXIIT;2025-04-08;418,1842
IXIIT;2025-04-09;418,7726
IXIIT;2025-04-10;441,6528
IXIIT;2025-04-11;444,4912
IXIIT;2025-04-14;457,8184
IXIIT;2025-04-15;458,8885
IXIIT;2025-04-16;454,8917
IXIIT;2025-04-17;456,8164
IXIIT;2025-04-21;455,995
IXIIT;2025-04-22;459,5551
IXIIT;2025-04-23;470,3371
IXIIT;2025-04-24;468,6451
IXIIT;2025-04-25;473,0948
IXIIT;2025-04-28;475,0817
IXIIT;2025-04-29;476,842
IXIIT;2025-04-30;479,8945
IXIIT;2025-05-02;481,8358
IXIIT;2025-05-05;484,1109
IXIIT;2025-05-06;486,9113
IXIIT;2025-05-07;489,516
IXIIT;2025-05-08;481,2327
IXIIT;2025-05-09;482,6773
IXIIT;2025-05-14;497,1793
IXIIT;2025-05-15;504,8904
IXIIT;2025-05-16;511,9579
IXIIT;2025-05-19;516,2874
IXIIT;2025-05-20;510,538
IXIIT;2025-05-21;518,236
IXIIT;2025-05-22;520,4222
IXIIT;2025-05-23;521,4771
IXIIT;2025-05-26;523,2027
IXIIT;2025-05-27;523,6033
IXIIT;2025-05-28;521,1861
IXIIT;2025-06-02;509,1101
IXIIT;2025-06-03;509,0341
IXIIT;2025-06-04;509,3042
IXIIT;2025-06-05;511,2875
IXIIT;2025-06-10;518,1386
IXIIT;2025-06-11;519,6416
IXIIT;2025-06-12;517,6997
IXIIT;2025-06-13;514,1043
IXIIT;2025-06-16;512,2403
IXIIT;2025-06-17;513,2574
IXIIT;2025-06-18;510,0629
IXIIT;2025-06-19;497,5715
IXIIT;2025-06-20;492,1958
IXIIT;2025-06-23;484,9373
IXIIT;2025-06-24;490,6013
IXIIT;2025-06-25;486,0121
IXIIT;2025-06-26;492,36
IXIIT;2025-06-30;494,7628
IXIIT;2025-07-01;491,8856
IXIIT;2025-07-02;490,4108
IXIIT;2025-07-03;489,9191
IXIIT;2025-07-04;487,7831
IXIIT;2025-07-07;490,8125
IXIIT;2025-07-08;487,2492
IXIIT;2025-07-09;490,3141
IXIIT;2025-07-10;497,8646
IXIIT;2025-07-11;504,2808
IXIIT;2025-07-14;498,1175
IXIIT;2025-07-15;499,5958
IXIIT;2025-07-16;499,2258
IXIIT;2025-07-17;506,0303
IXIIT;2025-07-18;505,7066
IXIIT;2025-07-21;508,111
IXIIT;2025-07-22;503,1546
IXIIT;2025-07-23;508,0092
IXIIT;2025-07-24;513,9206
IXIIT;2025-07-25;510,4297
IXIIT;2025-07-28;516,1486
IXIIT;2025-07-29;517,2596
IXIIT;2025-07-30;511,4868
IXIIT;2025-07-31;505,6328
IXIIT;2025-08-01;509,4924
IXIIT;2025-08-04;509,4629
IXIIT;2025-08-05;513,1223
IXIIT;2025-08-06;508,3269
IXIIT;2025-08-07;507,562
IXIIT;2025-08-08;506,2896
IXIIT;2025-08-11;511,8642
IXIIT;2025-08-12;526,9276
IXIIT;2025-08-13;531,3408
IXIIT;2025-08-14;529,4094
IXIIT;2025-08-15;525,5333
IXIIT;2025-08-19;522,4455
IXIIT;2025-08-20;530,1693
IXIIT;2025-08-21;531,0578
IXIIT;2025-08-22;526,9422
IXIIT;2025-08-25;530,8247
IXIIT;2025-08-26;524,7768
IXIIT;2025-08-27;521,6034
IXIIT;2025-08-28;521,9149
IXIIT;2025-08-29;512,1587
IXIIT;2025-09-01;506,6258
IXIIT;2025-09-02;509,2543
IXIIT;2025-09-03;513,1003
IXIIT;2025-09-04;513,6923
IXIIT;2025-09-08;503,3909
IXIIT;2025-09-09;495,7034
IXIIT;2025-09-10;503,183
IXIIT;2025-09-11;510,5059
IXIIT;2025-09-12;516,8912
IXIIT;2025-09-15;519,9115
IXIIT;2025-09-16;519,3915
IXIIT;2025-09-17;524,8038
IXIIT;2025-09-18;521,0528
IXIIT;2025-09-19;523,2674
IXIIT;2025-09-22;522,3053
IXIIT;2025-09-23;525,9163
IXIIT;2025-09-24;525,6444
IXIIT;2025-09-25;517,4111
IXIIT;2025-09-26;521,8794
IXIIT;2025-09-29;521,4721
IXIIT;2025-09-30;514,9986
IXIIT;2025-10-01;509,4595
IXIIT;2025-10-02;509,409
IXIIT;2025-10-03;510,5531
IXIIT;2025-10-06;508,6393
IXIIT;2025-10-07;510,454
IXIIT;2025-10-08;509,3265
IXIIT;2025-10-09;518,2318
IXIIT;2025-10-10;514,133
IXIIT;2025-10-13;510,1806
IXIIT;2025-10-14;499,968
IXIIT;2025-10-15;500,6512
IXIIT;2025-10-16;503,1231
IXIIT;2025-10-17;497,3521
IXIIT;2025-10-20;514,9933
IXIIT;2025-10-21;531,211
IXIIT;2025-10-22;523,2805
IXIIT;2025-10-23;537,1029
IXIIT;2025-10-24;538,311
IXIIT;2025-10-27;537,2199
IXIIT;2025-10-28;536,7154
IXIIT;2025-10-29;545,3371
IXIIT;2025-10-30;545,8862
IXIIT;2025-10-31;541,3313
IXIIT;2025-11-03;549,134
IXIIT;2025-11-04;546,0475
IXIIT;2025-11-05;551,1841
IXIIT;2025-11-06;548,196
IXIIT;2025-11-07;549,9421
IXIIT;2025-11-10;549,2465
IXIIT;2025-11-11;547,3535
IXIIT;2025-11-12;552,23
IXIIT;2025-11-13;546,4089
IXIIT;2025-11-14;548,7538
IXIIT;2025-11-17;550,6149
IXIIT;2025-11-18;545,1453
IXIIT;2025-11-19;548,1082
IXIIT;2025-11-20;547,6182
IXIIT;2025-11-21;545,41
IXIIT;2025-11-24;553,7802
IXIIT;2025-11-25;549,1637
IXIIT;2025-11-26;552,0879
IXIIT;2025-11-27;544,7755
IXIIT;2025-11-28;540,0386
IXIIT;2025-12-01;543,6467
IXIIT;2025-12-02;543,3609
IXIIT;2025-12-03;542,4943
IXIIT;2025-12-04;545,3623
IXIIT;2025-12-05;545,7805
IXIIT;2025-12-08;548,0998
IXIIT;2025-12-09;542,9536
IXIIT;2025-12-10;546,7561
IXIIT;2025-12-11;537,7416
IXIIT;2025-12-12;538,3509
IXIIT;2025-12-15;545,7283
IXIIT;2025-12-16;543,2312
IXIIT;2025-12-17;542,7242
IXIIT;2025-12-18;544,8665
IXIIT;2025-12-19;543,7636
IXIIT;2025-12-22;545,6347
IXIIT;2025-12-23;541,3807
IXIIT;2025-12-24;540,5964
IXIIT;2025-12-29;544,6697
IXIIT;2025-12-30;544,959
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
